Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
SNAP,Snap Inc.,7.78,-1.61,-17.15%,184.992M,35.131M,13.089B,--,+13.27%
AMD,"Advanced Micro Devices, Inc.",163.12,-11.19,-6.42%,131.358M,52.118M,264.483B,97.68,+35.47%
LCID,"Lucid Group, Inc.",2.1850,-0.2350,-9.71%,126.559M,150.767M,6.713B,--,-16.84%
NVDA,NVIDIA Corporation,179.42,+1.16,+0.65%,133.133M,192.99M,4.376T,57.88,+80.22%
SMCI,"Super Micro Computer, Inc.",46.79,-10.47,-18.29%,114.497M,44.966M,27.925B,25.43,+16.22%
AAPL,Apple Inc.,213.25,+10.33,+5.09%,99.652M,53.566M,3.165T,32.36,-3.29%
PLTR,Palantir Technologies Inc.,179.54,+6.27,+3.62%,82.334M,77.297M,425.93B,619.10,+558.32%
TSLA,"Tesla, Inc.",319.91,+11.19,+3.62%,77.705M,106.802M,1.032T,191.56,+60.99%
RIVN,"Rivian Automotive, Inc.",11.64,-0.51,-4.20%,66.5M,33.303M,13.944B,--,-11.86%
INTC,Intel Corporation,20.41,+0.22,+1.09%,61.265M,82.497M,89.335B,--,+6.32%
AAL,American Airlines Group Inc.,11.74,+0.10,+0.86%,60.337M,61.396M,7.746B,13.98,+25.70%
PBR,Petróleo Brasileiro S.A. - Petrobras,13.01,+0.10,+0.77%,56.991M,22.117M,79.448B,9.71,-6.72%
PFE,Pfizer Inc.,23.93,-0.82,-3.31%,65.598M,42.386M,136.055B,12.66,-14.21%
F,Ford Motor Company,11.21,+0.15,+1.36%,53.943M,87.817M,44.614B,14.37,+13.20%
DNN,Denison Mines Corp.,2.2600,+0.0200,+0.89%,53.43M,113.496M,2.026B,--,+49.33%
WBD,"Warner Bros. Discovery, Inc.",12.79,+0.07,+0.55%,47.801M,59.556M,31.643B,--,+64.98%
AMZN,"Amazon.com, Inc.",222.31,+8.56,+4.00%,53.593M,43.529M,2.371T,33.89,+31.32%
ZETA,Zeta Global Holdings Corp.,20.23,+4.36,+27.47%,47.201M,7.524M,4.765B,--,-29.62%
HIMS,"Hims & Hers Health, Inc.",51.13,-4.39,-7.91%,45.726M,44.622M,11.556B,64.72,+246.13%
NIO,NIO Inc.,4.6100,+0.1100,+2.44%,53.428M,47.783M,10.464B,--,+22.62%
U,Unity Software Inc.,31.92,-2.02,-5.95%,44.804M,14.233M,13.269B,--,+143.65%
BBD,Banco Bradesco S.A.,2.8500,+0.0300,+1.06%,39.282M,41.763M,28.115B,8.38,+11.90%
RIG,Transocean Ltd.,3.0300,+0.1200,+4.12%,38.892M,38.104M,2.734B,--,-42.15%
KMI,"Kinder Morgan, Inc.",26.75,-1.29,-4.60%,38.818M,13.845M,59.441B,21.93,+34.81%
ABEV,Ambev S.A.,2.2600,+0.0500,+2.26%,37.802M,30.128M,35.712B,13.29,-1.34%
NVO,Novo Nordisk A/S,45.38,-1.84,-3.90%,37.266M,13.292M,207.509B,12.43,-60.40%
SHOP,Shopify Inc.,154.90,+27.90,+21.97%,38.326M,10.666M,201.277B,125.93,+98.78%
UBER,"Uber Technologies, Inc.",89.22,-0.17,-0.19%,37.528M,21.004M,186.574B,15.63,+36.39%
QBTS,D-Wave Quantum Inc.,17.58,-0.72,-3.93%,36.438M,71.306M,5.493B,--,"+2,159.26%"
ITUB,Itaú Unibanco Holding S.A.,6.65,+0.17,+2.62%,35.977M,30.781M,66.717B,9.37,+18.41%
RIOT,"Riot Platforms, Inc.",11.66,+0.53,+4.76%,36.967M,39.601M,4.31B,--,+45.68%
LYFT,"Lyft, Inc.",13.99,-0.52,-3.58%,42.915M,17.196M,5.885B,93.27,+59.80%
NU,Nu Holdings Ltd.,12.22,+0.07,+0.58%,33.1M,64.555M,58.954B,27.77,+9.16%
SOFI,"SoFi Technologies, Inc.",21.46,-0.08,-0.37%,35.297M,71.845M,25.67B,42.92,+240.82%
HOOD,"Robinhood Markets, Inc.",105.65,+0.19,+0.18%,32.037M,44.366M,93.889B,53.63,+516.00%
APLD,Applied Digital Corporation,14.79,-0.10,-0.67%,32.173M,51.829M,3.868B,--,+281.79%
KVUE,Kenvue Inc.,21.44,-0.20,-0.92%,30.342M,19.449M,41.163B,38.29,+4.95%
JOBY,"Joby Aviation, Inc.",18.93,-0.56,-2.87%,32.759M,31.726M,15.93B,--,+296.94%
KEY,KeyCorp,17.49,-0.32,-1.80%,31.999M,19.741M,19.457B,--,+25.60%
HBAN,Huntington Bancshares Incorporated,16.04,-0.16,-0.99%,28.089M,30.668M,23.513B,11.97,+22.26%
T,AT&T Inc.,27.49,-0.28,-1.01%,28.803M,32.641M,196.564B,15.71,+44.26%
QS,QuantumScape Corporation,8.28,-0.41,-4.72%,27.145M,41.064M,4.687B,--,+53.53%
