Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
LCID,"Lucid Group, Inc.",2.1600,+0.1100,+5.37%,200.074M,129.557M,6.589B,--,-26.28%
NVDA,NVIDIA Corporation,159.34,+2.09,+1.33%,142.314M,239.365M,3.886T,51.23,+26.63%
INTC,Intel Corporation,22.49,+0.61,+2.79%,60.704M,88.713M,98.101B,--,-29.76%
F,Ford Motor Company,11.81,+0.04,+0.34%,60.311M,111.801M,46.963B,9.45,-8.02%
TSLA,"Tesla, Inc.",315.35,-0.30,-0.10%,58.042M,118.5M,1.016T,182.28,+25.38%
HOOD,"Robinhood Markets, Inc.",94.40,-3.58,-3.65%,56.374M,44.958M,83.301B,53.94,+316.23%
WULF,TeraWulf Inc.,5.26,+0.22,+4.37%,53.226M,43.252M,2.049B,--,-5.73%
CIFR,Cipher Mining Inc.,6.05,+0.37,+6.51%,47.639M,24.508M,2.246B,--,+28.72%
SOFI,"SoFi Technologies, Inc.",18.57,+0.45,+2.48%,44.098M,66.622M,20.527B,43.19,+187.02%
IREN,IREN Limited,16.82,+1.16,+7.41%,42.478M,18.633M,4.068B,--,+11.91%
PLTR,Palantir Technologies Inc.,134.36,+2.24,+1.70%,41.812M,97.535M,317.077B,584.17,+393.43%
BMNR,"Bitmine Immersion Technologies, Inc.",135.00,+76.50,+130.77%,36.104M,11.09M,818.545M,--,"+1,641.94%"
AAPL,Apple Inc.,213.55,+1.11,+0.52%,34.697M,62.011M,3.19T,33.21,-5.65%
RGTI,"Rigetti Computing, Inc.",13.45,+0.37,+2.83%,34.467M,48.843M,4.341B,--,"+1,255.85%"
RUN,Sunrun Inc.,10.50,+1.51,+16.80%,33.499M,22.714M,2.399B,--,-14.00%
CNC,Centene Corporation,33.31,-0.47,-1.39%,32.984M,7.039M,16.575B,4.91,-49.81%
BTG,B2Gold Corp.,3.6600,0.0000,0.00%,32.565M,52.714M,4.836B,--,+30.71%
NU,Nu Holdings Ltd.,13.60,+0.11,+0.82%,32.596M,61.188M,65.612B,30.91,+6.08%
MARA,"MARA Holdings, Inc.",17.66,-0.14,-0.79%,32.143M,44.768M,6.215B,--,-12.44%
AAL,American Airlines Group Inc.,11.69,+0.06,+0.52%,30.238M,60.367M,7.71B,11.69,+5.89%
DDOG,"Datadog, Inc.",155.15,+20.14,+14.92%,29.997M,5.301M,53.582B,330.11,+15.30%
QBTS,D-Wave Quantum Inc.,16.79,+0.81,+5.07%,29.877M,66.337M,5.246B,--,"+1,426.36%"
AMZN,"Amazon.com, Inc.",223.41,+3.49,+1.59%,29.295M,47.654M,2.372T,36.39,+11.71%
OSCR,"Oscar Health, Inc.",16.47,-0.15,-0.90%,29.008M,13.534M,4.195B,41.17,-1.85%
