Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
OPEN,Opendoor Technologies Inc.,8.01,-0.05 -0.62% 147.133M 344.686M 5.944B -- +317.62%,0.51,10.87
INTC,Intel Corporation,37.30,+1.36 +3.78% 148.068M 116.355M 177.444B -- +61.46%,17.67,37.57
RGTI,"Rigetti Computing, Inc.",35.40,"+5.55 +18.59% 144.775M 53.514M 11.475B -- +3,890.64%",0.73,35.81
TSLA,"Tesla, Inc.",436.00,-23.46 -5.11% 135.146M 88.369M 1.45T 256.47 +90.92%,212.11,488.54
NVDA,NVIDIA Corporation,188.89,+1.65 +0.88% 133.244M 172.774M 4.599T 53.97 +52.41%,86.62,191.05
PLUG,Plug Power Inc.,2.8300,-0.1000 -3.41% 120.875M 76.039M 3.296B -- +42.23%,0.69,3.32
SNAP,Snap Inc.,8.22,+0.51 +6.61% 113.265M 82.671M 13.89B -- -28.21%,6.90,13.28
ONDS,Ondas Holdings Inc.,9.21,+1.90 +25.99% 103.212M 38.998M 3.011B -- +887.84%,0.57,9.34
PSLV,Sprott Physical Silver Trust,15.76,-0.18 -1.13% 100.88M 33.016M 8.745B 6.74 +47.87%,9.60,16.18
DNN,Denison Mines Corp.,2.7700,0.0000 0.00% 100.055M 72.367M 2.485B -- +45.79%,1.08,2.95
BBAI,"BigBear.ai Holdings, Inc.",7.27,+0.29 +4.15% 90.835M 95.845M 2.695B -- +368.46%,1.38,10.36
NIO,NIO Inc.,7.89,+0.24 +3.14% 84.928M 83.522M 18.744B -- +14.18%,3.02,8.01
SOUN,"SoundHound AI, Inc.",17.84,+1.69 +10.46% 82.055M 59.913M 7.273B -- +244.35%,4.56,24.98
RKT,"Rocket Companies, Inc.",18.37,-1.22 -6.23% 80.317M 23.754M 38.773B -- +8.41%,10.06,22.56
AAL,American Airlines Group Inc.,11.43,+0.16 +1.42% 77.43M 75.47M 7.542B 13.61 +4.16%,8.50,19.10
RIVN,"Rivian Automotive, Inc.",13.53,-1.08 -7.39% 75.099M 44.108M 16.418B -- +35.53%,9.50,17.15
F,Ford Motor Company,12.22,-0.05 -0.41% 70.962M 61.649M 48.634B 15.67 +17.42%,8.44,12.43
QBTS,D-Wave Quantum Inc.,29.21,"+3.58 +13.97% 68.435M 45.355M 9.99B -- +2,685.87%",0.87,29.61
PFE,Pfizer Inc.,27.08,-0.13 -0.48% 69.446M 46.822M 153.965B 14.33 -3.99%,20.92,30.43
ABEV,Ambev S.A.,2.1900,-0.0200 -0.90% 57.594M 33.294M 35.083B 12.17 -10.89%,1.76,2.64
QS,QuantumScape Corporation,14.30,-0.29 -1.99% 57.95M 44.779M 8.094B -- +165.76%,3.40,15.24
RXRX,"Recursion Pharmaceuticals, Inc.",5.52,+0.42 +8.24% 57.498M 25.726M 2.41B -- -15.84%,3.79,12.36
SOFI,"SoFi Technologies, Inc.",25.97,+0.21 +0.82% 64.561M 69.407M 31.098B 51.94 +228.99%,7.65,30.30
MARA,"MARA Holdings, Inc.",18.79,+0.18 +0.97% 57.81M 54.792M 6.961B 10.10 +20.30%,9.81,30.28
CIFR,Cipher Mining Inc.,13.81,+1.21 +9.60% 56.105M 37.967M 5.431B -- +229.84%,1.86,15.54
ACHR,Archer Aviation Inc.,10.18,+0.37 +3.77% 54.435M 34.161M 6.566B -- +233.67%,2.85,13.92
AMD,"Advanced Micro Devices, Inc.",169.73,+5.72 +3.49% 54.554M 53.221M 275.445B 101.63 +0.71%,76.48,186.65
BMNR,"Bitmine Immersion Technologies, Inc.",56.50,+4.14 +7.91% 52.968M 47.097M 15.793B -- +575.61%,3.92,161.00
RZLV,Rezolve AI PLC,6.28,+1.22 +24.01% 49.91M 16.153M 2.022B -- -29.53%,1.07,9.45
BBD,Banco Bradesco S.A.,3.1700,-0.0700 -2.16% 48.369M 37.813M 31.986B 9.06 +19.12%,1.84,3.41
BTG,B2Gold Corp.,5.03,+0.03 +0.60% 47.282M 39.999M 6.655B -- +60.77%,2.20,5.10
GRAB,Grab Holdings Limited,6.05,+0.15 +2.54% 47.47M 43.424M 24.663B 302.50 +59.46%,3.36,6.62
RIG,Transocean Ltd.,3.3000,+0.0700 +2.17% 45.231M 32.376M 3.633B -- -29.48%,1.97,4.74
QUBT,Quantum Computing Inc.,19.98,"+1.01 +5.32% 46.283M 22.367M 3.731B -- +2,744.08%",0.65,27.15
NU,Nu Holdings Ltd.,15.22,+0.03 +0.20% 45.033M 54.428M 73.548B 32.38 +15.95%,9.01,16.43
