Symbol,Name,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %
NVDA,NVIDIA Corporation,176.75,+3.25,+1.87%,136.608M,194.919M,4.311T,56.83,+55.48%
TSLA,"Tesla, Inc.",325.59,+9.53,+3.02%,109.819M,109.012M,1.05T,193.80,+36.17%
WBD,"Warner Bros. Discovery, Inc.",13.70,+0.21,+1.56%,95.792M,56.915M,33.895B,--,+60.21%
INTC,Intel Corporation,20.68,-0.02,-0.10%,85.258M,80.103M,90.516B,--,-32.86%
LCID,"Lucid Group, Inc.",2.7900,-0.1300,-4.45%,72.245M,153.232M,8.51B,--,-15.61%
AAL,American Airlines Group Inc.,11.58,+0.08,+0.70%,69.871M,60.62M,7.641B,13.79,+10.26%
SMCI,"Super Micro Computer, Inc.",60.05,+5.58,+10.24%,70.644M,45.177M,35.839B,32.64,-21.93%
AMD,"Advanced Micro Devices, Inc.",173.66,+7.19,+4.32%,67.079M,47.697M,281.572B,126.76,+19.12%
PLTR,Palantir Technologies Inc.,157.88,-0.92,-0.58%,63.478M,82.716M,372.583B,717.64,+486.41%
QS,QuantumScape Corporation,10.98,-0.99,-8.27%,56.344M,37.031M,6.137B,--,+83.03%
SOFI,"SoFi Technologies, Inc.",21.02,-0.18,-0.85%,58.156M,67.684M,23.235B,48.88,+189.22%
F,Ford Motor Company,11.28,-0.19,-1.66%,53.507M,93.226M,44.855B,9.02,+4.18%
PBR,Petróleo Brasileiro S.A. - Petrobras,12.55,-0.05,-0.40%,48.81M,21.9M,78.238B,9.37,-11.14%
RIOT,"Riot Platforms, Inc.",14.51,-0.03,-0.21%,47.595M,40.328M,5.184B,--,+36.78%
VALE,Vale S.A.,9.84,-0.16,-1.60%,44.742M,38.893M,43.022B,7.13,-8.09%
NIO,NIO Inc.,4.8300,-0.0900,-1.83%,41.74M,44.02M,10.716B,--,+12.07%
STLA,Stellantis N.V.,9.70,-0.43,-4.24%,41.532M,19.078M,28.021B,--,-40.38%
MARA,"MARA Holdings, Inc.",17.16,-0.09,-0.52%,40.256M,48.786M,6.039B,--,-15.65%
BBD,Banco Bradesco S.A.,2.7500,-0.0500,-1.79%,37.208M,41.099M,14.522B,9.17,+25.00%
